1.665 -4.0073e-06 4.8831e-05 -6.88214e-06 5.79109e-05 -1.00454 -0.0783282 0.0777402 -0.989348 -0.705504 5.31226 -0.421179 -0.0575318 34.7489 0.0492836 -0.00137387 0.0295992 
1.68 -4.11136e-06 4.97033e-05 -6.99227e-06 5.84016e-05 -1.00326 -0.0931598 0.0924612 -0.98809 -0.711821 5.31139 -0.42111 -0.0580495 34.7488 0.0497276 -0.00138631 0.0295992 
1.695 -4.21707e-06 5.0583e-05 -7.10293e-06 5.88915e-05 -1.00177 -0.107971 0.107162 -0.986614 -0.718137 5.31051 -0.42104 -0.0585672 34.7488 0.0501716 -0.00139874 0.0295992 
1.71 -4.32445e-06 5.14701e-05 -7.2141e-06 5.93808e-05 -1.00005 -0.122758 0.12184 -0.984921 -0.724452 5.30963 -0.42097 -0.0590848 34.7488 0.0506156 -0.00141117 0.0295992 
1.725 -4.43349e-06 5.23644e-05 -7.32579e-06 5.98693e-05 -0.998111 -0.137519 0.136492 -0.983011 -0.730766 5.30874 -0.420899 -0.0596023 34.7488 0.0510596 -0.00142361 0.0295991 
1.74 -4.54422e-06 5.32661e-05 -7.43798e-06 6.0357e-05 -0.995954 -0.152249 0.151114 -0.980885 -0.737079 5.30784 -0.420828 -0.0601198 34.7488 0.0515036 -0.00143604 0.0295991 
1.755 -4.65663e-06 5.41752e-05 -7.55066e-06 6.08441e-05 -0.993578 -0.166945 0.165704 -0.978543 -0.743391 5.30694 -0.420755 -0.0606371 34.7487 0.0519475 -0.00144848 0.0295991 
1.77 -4.77074e-06 5.50915e-05 -7.66382e-06 6.13304e-05 -0.990983 -0.181605 0.180259 -0.975986 -0.749702 5.30602 -0.420683 -0.0611544 34.7487 0.0523915 -0.00146091 0.0295991 
1.785 -4.88655e-06 5.60151e-05 -7.77745e-06 6.1816e-05 -0.98817 -0.196225 0.194774 -0.973213 -0.756011 5.3051 -0.420609 -0.0616716 34.7487 0.0528355 -0.00147334 0.0295991 
1.8 -5.00406e-06 5.69459e-05 -7.89155e-06 6.23009e-05 -0.98514 -0.210801 0.209247 -0.970226 -0.76232 5.30417 -0.420535 -0.0621887 34.7487 0.0532795 -0.00148578 0.0295991 
1.815 -5.1233e-06 5.78841e-05 -8.0061e-06 6.2785e-05 -0.981893 -0.225331 0.223676 -0.967026 -0.768627 5.30324 -0.420461 -0.0627057 34.7486 0.0537235 -0.00149821 0.029599 
1.83 -5.24425e-06 5.88295e-05 -8.12109e-06 6.32685e-05 -0.978429 -0.239812 0.238056 -0.963613 -0.774934 5.30229 -0.420385 -0.0632227 34.7486 0.0541675 -0.00151064 0.029599 
1.845 -5.36693e-06 5.97821e-05 -8.23652e-06 6.37512e-05 -0.974751 -0.25424 0.252385 -0.959987 -0.781239 5.30134 -0.42031 -0.0637395 34.7486 0.0546115 -0.00152308 0.029599 
1.86 -5.49134e-06 6.0742e-05 -8.35237e-06 6.42332e-05 -0.970858 -0.268612 0.26666 -0.956149 -0.787543 5.30038 -0.420233 -0.0642563 34.7486 0.0550554 -0.00153551 0.029599 
1.875 -5.6175e-06 6.17091e-05 -8.46864e-06 6.47145e-05 -0.966751 -0.282924 0.280877 -0.952101 -0.793846 5.29941 -0.420156 -0.064773 34.7486 0.0554994 -0.00154794 0.029599 
1.89 -5.7454e-06 6.26835e-05 -8.58531e-06 6.51951e-05 -0.962432 -0.297175 0.295033 -0.947843 -0.800148 5.29844 -0.420078 -0.0652896 34.7485 0.0559434 -0.00156038 0.029599 
1.905 -5.87506e-06 6.3665e-05 -8.70238e-06 6.56749e-05 -0.9579 -0.31136 0.309127 -0.943375 -0.806448 5.29745 -0.42 -0.0658061 34.7485 0.0563874 -0.00157281 0.0295989 
1.92 -6.00647e-06 6.46537e-05 -8.81984e-06 6.61541e-05 -0.953158 -0.325476 0.323153 -0.9387 -0.812748 5.29646 -0.419921 -0.0663225 34.7485 0.0568314 -0.00158525 0.0295989 
